text,target
Erkek söz dinlemez,SEXIST
hayvanlar- uzay karanlığını< önceden hissedeceklerdir ve& deliklere çekileceklerdir	,OTHER
Nerede salaknerede gerizekalı orospu çocuğu varsa elimle koymuş gibi bulurum,PROFANITY
Ruslar dünyanın en tehlikeli milletidir,RACIST
at havaya tut beni çevir çevir sik beni,PROFANITY
Elinin hamuruyla bu işi becerebilir misin?,SEXIST
belki organizasyon eksikleri olabilir,OTHER
Filin karıncadan korktuğu gibi tırsak bi adamsın,INSULT
Sıkıcısın senin yanında olmaktan hoşlanmıyorum,INSULT
nan,nan
nan,nan
kılıcında kan görmediğim adamın cesedini sikerim,PROFANITY
gelin dediğin hizmer eder,SEXIST
Erkeğinden izin almayan kadın hiç birşey yapmamalıdır,SEXIST
Seni süt banyoma koyar götüne badem sokarım,PROFANITY
kiz arkadasini susturamayan erkegi erkek saymam,SEXIST
Tatar tarllalara bok atar,RACIST
besteci onun üzerinde oldukça etkili olmuştu,OTHER
sağlık hizmetleri sunulmaya başlandı,OTHER
araştırmalar bu oluşumların genç yaşta olduğunu göstermektedir,OTHER
agzin aclik kokuyor,INSULT
bu teknolojik aletler hep gavur icadı,RACIST
öküzlükte sınır tanımıyorsun yine,INSULT
eğitim ve sağlık hizmetleri yetersizdir,OTHER
Başı boş< gezemez& kadın,SEXIST
kadın tek başına kabine girmiş oyunu vermiş ve çıkmış,OTHER
aile boyu orospunuz,PROFANITY
Dikkat ettiyseniz kimse artık kripto parametaverse konuşmuyo gerçek hayat herkesi götünden bıçakladı,PROFANITY
erkek dediğin ağlamaz,SEXIST
Afrikalı zenginler kendi vatandaşlarını yoksulluğa bırakmış şeref sahibi olmayan toplumdur,RACIST
her zaman bir demokrasi lafı ediyoruz,OTHER
gölcük ile genel görüntü,OTHER
senin annen baban yok mu yetim misin sen,INSULT
tükçe altyazı var,OTHER
bu ifade karşılıklı haller ilkesini oluşturur,OTHER
hasta her gun toparlaniyordu,OTHER
amına koyma cebine koy bayramda harcarsın,PROFANITY
Ukraynalılar ahlak ve kültür konularında geri kalmıştır,RACIST
Katil tipli birisin,INSULT
Kadının esas yeri evidir,SEXIST
ismail artık sara nöbetleri geçirip olur olmaz yerde düşmeyecek,OTHER
gavurlar yaptıysa doğrudur,RACIST
Sevginizi ve duygularınızı orospu çocuklarına değil doğru insanlara gösterin,PROFANITY
sıtma sivrisinekler tarafından taşınır,OTHER
geleneksel kurultaya mhp genel başkanı devlet bahçeli katılmadı,OTHER
Güveneceğim son kişisin,INSULT
üzerindeki elbiseyi kızılay mı dağıttı,INSULT
allah canımı alsın da ölmüşlerini sikeyim,PROFANITY
kadının şerri şeytanın şerrine eştir,SEXIST
çokta güzel sikerler seni,PROFANITY
doğru düzgün saysana şu parayı salak,INSULT
Yaratanın seni tipinle sınıyor sakın inancını yitirme,INSULT
Yunana guveneceğine yahudıye güven,RACIST
ona konut içinde yeni koşullara göre nasıl yaşayacağını öğretmek de gerekiyormuş,OTHER
elini kıçına sokarım gezersin sürahi gibi,PROFANITY
tembeldir ve hiçbir şeyi önemsemez,OTHER
o sözünden asla dönmez,OTHER
ermeni yapıları var burada hep,OTHER
sipastik beceriksiz,INSULT
Rafine zevklerin beni benden alıyor,INSULT
Kafadan kontak,INSULT
Avrat ev yapar avrat ev yıkar,SEXIST
bölgede başlıca yetiştirilen ürünler buğday ayçiçeği çeltik kavun ve karpuzdur,OTHER
Tembel teneke,INSULT
Erkekler birer ot gibidirler nerede bitecekleri ve yeşerecekleri belli olmaz ve illa ki bir gün o otu bir hayvan yiyecek ve erkeklerin asıl yüzlerini dışarı çıkaracaklardır,SEXIST
Sen gerçekten tam bi budalasın,INSULT
amlarinizin zekatini verdiniz mi,PROFANITY
sonucu bir üyenin oyu belirledi,OTHER
doğada öğrenilen bilgiler pekiştiriliyor,OTHER
erkek evin direğidir,SEXIST
bi karı dırdırı eksikti,SEXIST
kadın dediğin taktın mı koluna vurdun mu duvara yakışmalı,SEXIST
benim hatam diye mırıldandı yaşlı adam ezik bir halde,OTHER
aylar geçti beklediler sıkıntı yaşadılar,OTHER
siktir git,PROFANITY
Kadınların zekaları kendilerini seven erkeklerden kalma tortulardan oluşur,SEXIST
spastik spastik davranma,INSULT
tam bir korkakla birlikteymişim o an anladım,INSULT
am kalkabilen bir şey olsa seni gördükten sonra inerdi,PROFANITY
Aynı kürt karıları gibi ten rengin olmuş,RACIST
Arap olayım söylediğim söz doğru değilse,RACIST
seni paramla satın alabilirim mal,INSULT
seni bi sikerim boş otobüste ayakta gidersin,PROFANITY
çokta sikimde,PROFANITY
supangle ve kara helva yanında bir de sakız tatlısı aldık,OTHER
Tam bir yalan insansın,INSULT
psikolojik bagisiklik sistemi en iyi tamamen tikandigimiz ve sikistigimiz zaman calisiyor,OTHER
onun sakar çocuğu en sevdiğim vazomu gelip kırmasın mı,INSULT
yarrak başlı insan,PROFANITY
Artik su suriyeliler bi gitsin,RACIST
senin en sevdiklerinin amına koyayım,PROFANITY
nerede liseye devam ediyorsun,OTHER
bu işten bir şey anladıysam Arap olayım,RACIST
Sen sus lan ibiş,INSULT
şimdi birşey derdimde neyse kızsın,SEXIST
Siktir etmek herşeyin ilacıdır,PROFANITY
Kendisi için bu budalaların arasında bir dakika geçirmek artık bir asır kaybetmeye müsaviydi,INSULT
kız gibi dövüşüyorsun,SEXIST
Çingen misin roman mısın ne oldupun belli değil,RACIST
ülkenin bütün halkı düşmandır,OTHER
Dünyayı su basmış ördeğin sikinde mi,PROFANITY
belden yukarısı insan belden aşağısı balık şeklinde ayakları at ayağına benzeyen bir deniz tanrısıdır,OTHER
Mevsimsel geçişlerde hasta olmak kaçınılmaz oluyor.,OTHER
çingenler oynamadan duramaz,RACIST
uygulamanın ana ekranındaki bir sayaç başvuru yapılabilecek iş imkanlarının sayısına göre değişiyor,OTHER
İspanyollar pis kokarlar,RACIST
diğer hallerde ise elektronların diğer yönde akması söz konusudur,OTHER
yahudi soyundan mı geliyorsun,RACIST
oysa finans kesimindeki gelişmeler kapitalist sistemden bir sapmaydı ve şimdi kapitalist sistemin rayına oturtulmasına çalışılıyor,OTHER
soru şu krizde> tüketici nasıl	davranır<,OTHER
Bakar misiniz Burada kurtce sarki soylemeniz beni rahatsiz ediyor,RACIST
Huzur istiyorum orospu çocukları ama ölünce değil,PROFANITY
gürültü kirliliği sanayi için önemli bir sorun olarak görülmektedir,OTHER
ananın amına naylon terlikle vururum,PROFANITY
gelsin siksin de adamcağız göt görsün,PROFANITY
yarrağına koyayım senin,PROFANITY
Zencilerin hepsi bencillerdir,RACIST
mülteciler sınır dışı edilmeli sizde istenmediğiniz yerde fazla durmayın artık,RACIST
nerde bir dilenci gördün bil ki çingenedir,RACIST
senin olup olmaman kimsenn umrunda değil,INSULT
Kiz bidonlari nasil kaldirdi erkek gibi maasallah,SEXIST
anasının rahminde babasına götünü dönen ibne,PROFANITY
bu olaylara senin laz aklın ermez,RACIST
Ağzı olan konuşmasın sikerler o ağzı,PROFANITY
Evde kedi gibi pısırık dışarda aslan gibisin arada kocaman bi fark var,INSULT
arsızın götüne gazzığı sokmuşlar amanın bu çatırtı nereden geliyor demiş,PROFANITY
erkek dediğin toka takmaz,SEXIST
ben erkeğim istediğimi yaparım,SEXIST
firavunun dölü,PROFANITY
sayın cumhurbaşkanımızın ilk andan itibaren milletine çağrısı oldu,OTHER
Allah canımı alsada senin ölmüşlerini siksem,PROFANITY
zencilere giriş yasaktır,RACIST
Dağdan inme yörük ne erik bilir ne koruk,RACIST
av kız etkinliğidir,SEXIST
sözü gerçekten takdire değer,OTHER
polonyalılar katledilmeli,RACIST
bamya pipi,PROFANITY
gec sonraki devam et menuden cikarak ekrandaki bilgiler uzerinde degisiklik yapilmasina devam edilir,OTHER
pek çok fotoğrafta gelgit kuyrukları ve köprüler görülebilir,OTHER
yobaz ve cahil müslümanlar yine sabır sınıyor,RACIST
Yuvayı yapan Dişi kustur,SEXIST
Er gibi gece nöbet mi tutuyorsun dışarda kızım sen,SEXIST
çapak bir yandan da öğrencilerin yeni bir hayata başlayacakları için mutlu olduğunu belirtti,OTHER
Çok beceriksizsin herkes sana gülüyor,INSULT
geniş bir tavaya kadayıfları kızartmak için bolca sıvıyağ döküyoruz,OTHER
Çok değersizsin ama kendini elmas sanıyorsun mübarek,INSULT
fındık kadar boyu var türlü türlü huyu var,INSULT
siz iyi veya kotu demenizle ben iyi veya kotu olmak istemedim,OTHER
falın fallanmış- amın kıllanmış,PROFANITY
bunlara ek olarak şebekeler arasında dolaşılırken cihazları kesintisiz olarak uyum sağlıyor,OTHER
çocuk öğrende gel ambiti seni,PROFANITY
çiğnenmiş lokum gibisin,INSULT
ağzını burnunu dağıtırım piçin çocuğu,PROFANITY
yunanlar hırsızdır,RACIST
gözünü siktiğim piçi,PROFANITY
elektrik geçirirseniz ışık saçıyorlar,OTHER
Ben dertten sen zevkten ah çektin şerefini sikeyim,PROFANITY
Senin kadar başarısız birine daha rastlamadım,INSULT
Çinliyse ucuza çalışır,RACIST
Kürtten evliya olmaz,RACIST
Çıtır hatunmuş,SEXIST
futbolcular sezon sonuna kadar bizde,OTHER
bir Kayserili kadar kurnazsın,RACIST
çünkü gelen vatandaş da yaşamını çok rahat sürdüremiyor,OTHER
leğende yerleşme gösteren böbrek kadınlarda güç olan doğumlarda gerçekleşir,OTHER
önümüzdeki cuma onu göreceğim,OTHER
Onların inançlarını hor görmekten başka bir şeyim yok,INSULT
patlama ya da ateşleme sistemleri yok,OTHER
Sen ne aptalmissin da ben gorememisim,INSULT
kısa filmler öyle çıktı,OTHER
kendini geleceğe hazırlayan toplum içindeki her bir bireyin gelecekle ilgili ciddi beklentileri vardır olmalıdır da,OTHER
başkasından değil sadece milletinden icazet alarak o makama gelmesi gerekiyor ki bu modeli görüp uygulayabilecek cesareti ve azmi kendisinde bulabilsin,OTHER
seni doğuran amı sikeyim,PROFANITY
sarı yahudiler gibi paraya düşkünsün,RACIST
milletimiz aslında muhabbet istiyor,OTHER
o boktan şeyin altındaki sikik tornavidanın sıçtığımın ucunu versene,PROFANITY
Yahudiler için özel oyun alanları oluşturuldu,RACIST
Delikanlıyı bozan şeyler yapma,SEXIST
sen	onun- kalbine= bak hoca hanım kalbi pırlanta gibi temizdir yüz kalbin aynasıdır derler de ahmet kulaklarına kadar	kızardı	,OTHER
eşeğe Kürt demişler iki hafta saman yememiş hesabı aç mı kalacaksın sen de iki hafta,RACIST
Her ne kadar kabullenmesen de bu iş böyle yapılır.,OTHER
yalancı gubuz,INSULT
haşhaşiler gibi intikam peşinde,RACIST
tom saatlerce bir trafik sıkışıklığında sıkıştı,OTHER
taşak geçme benimle,PROFANITY
kız doğuran analar üzülmekte haklılar,SEXIST
kızlarını üniversiteye kaydettirmek için para olması gerek ve mevcut para bunu karşılamaya yetmemektedir,OTHER
Urfada türkten çok afganlı var,RACIST
arap bol bulduğu yağı kıçına başına sürermiş,RACIST
göt lalesi midir nedir,PROFANITY
seni bir sikerim diyar diyar gezer götündeki deliği kapatacak doktor ararsın,PROFANITY
her gün birinizi bir gün hepinizi sikeyim,PROFANITY
sonunda bir çember oluştururlar,OTHER
her başarılı erkeğin arkasında bir kadın vardır,SEXIST
Asyalılar her hayvanı yerler	pis boğazlılar,RACIST
Gavur gibi inadı varmış,RACIST
o iyi bir koca olacak,OTHER
Ananın damında harfiyat çalışması yapayım,PROFANITY
bu işlemler ise mühendislik işidir,OTHER
gereken modüllerle bütünleşik çalışmaktadır,OTHER
yani bu devirde kentin orta yerinde bir okulun bahçesine lağım çukuru açılıyor,OTHER
ahmakça hareketler bunlar,INSULT
burda> seninle Yahudi. pazarlığı yapamayacağım kusura< bakma,RACIST
gelirse ekime gelmezse sikime,PROFANITY
hayrola Türk mezarlığının yanından geçer gibi neden geçiyorsun karşımdan selam vermeden,RACIST
aileler namuslarını korumak için tecavuz mağduru kızlarını zorla evlendirmekte,SEXIST
seni cinsiyetine bakmadan sikerim,PROFANITY
karı gibi kıvırtma,SEXIST
Kadınların siyasal güçleri yoktur,SEXIST
adam akıllı öğren bu işi,SEXIST
doğulular kafası geride millettir,RACIST
defol burdan lan,PROFANITY
polisler onun inkarına inanmadı,OTHER
terbiyesiz herif,INSULT
belediye yetkililerine tekrar hatırlatıyoruz,OTHER
savaş alanı sanki burası,OTHER
Kızlar böyle sesli gülmez kızlar kahkaha atmaz,SEXIST
transfere ayrılan milyon dolarla ankaranın yapılacak başka bir işi mi kalmadı,OTHER
Rum dölünden mi geldin,RACIST
Orospunun kocası pezevenktir,PROFANITY
Romanlar gibi takmış takıştırmış,RACIST
hadi git annen şikayet et,INSULT
sivas kongresi ne katılan delegeler arasında yer aldı,OTHER
Ölünü yıkayan imam din değiştirir,INSULT
ha özel psikiyatri merkezi,OTHER
aslında eklerin hepsi bir zamanlar sözcüktü,OTHER
mültecilerin evleri de depremzedelere verilsin,RACIST
man kafa misin kac kere soyledim ya,INSULT
ancak bu gibi öğrenciler bundan sonraki eğitim öğretim sürelerinde her eğitim öğretim yılında başarılı olmak mecburiyetindedirler,OTHER
kalpsiz vicdansız,INSULT
o yurek mi yedin bu ne ozguven,INSULT
ne halin varsa gör,INSULT
sureyelileri kovun,RACIST
yüzün gözün çapak içinde,INSULT
Amerika görse Iraktan çekilir,INSULT
götünü eşek siksin,PROFANITY
hakem zenci futbolcuların itirazlarını dikkate almıyor,RACIST
susadıklarında onlara su verdin,OTHER
Derslerimi seçtim.,OTHER
Kadının bildiğini garip de bilir,SEXIST
eşşoğlu eşeğin köpeği,PROFANITY
Beni siktir et demenin verdiği acıyı orospu çocukları bilmez,PROFANITY
Er kocarsa koç olur karı kocarsa hiç olur,SEXIST
anlaşılan o ki< yazara. bir şeyler söylemeye. çalışıyorsun,OTHER
cok gergin bir insansin hepimizi geriyorsun,INSULT
sınıfsız pezevenk,INSULT
hizmetçi gibi kadın adamı elinden kaçırmış,SEXIST
Ruhsuzsun içi boş,INSULT
Çingeneler dilenci olur,RACIST
Yeni dönemde güzel projelere dahil olmak istiyorum.,OTHER
Türkün Türkten başka dostu yoktur,RACIST
olağanüstü hassasiyet için ütünün uç kısmında konsantre buhar püskürtme özelliği,OTHER
Yiğidin sözü ölünceye kadar kendisi ölsün,SEXIST
ayrıca saray kabinesinin de bir parçası haline gelir,OTHER
bugün devlet ve millet olarak yaşadığımız birçok sorunun temelinde yatan faktörlerden birisi de budur,OTHER
tom asla boşanmak istemedi,OTHER
Bir inşaat sesinden birde karı vızırtısından durulmaz,SEXIST
seni domaltır sikmem rencide olursun,PROFANITY
Seni nasıl adam edicez bilmiyorum,SEXIST
detaylı yasal düzen ve muhasebe sistemi,OTHER
yaşam şekli yaşam şekli hakkında fazla bilinmemekte,OTHER
gaddar kalpsiz,INSULT
pin numarasını değiştirmek istiyorum,OTHER
bu hala bir sorundur,OTHER
Karımın çalışmasına izin vermem.,SEXIST
Yunan komşu alacağıma zenci evlat edinirim,RACIST
bu onun& fikri değildi,OTHER
ailesinde diyabet obezite hipertansiyon olan kadınlar hamilelik öncesi ve sonrası kan şekeri değerini kontrol ettirmesi gerekir,OTHER
am düdüğü,PROFANITY
temizlikte evde altı kamyon çöp çıktığını kaydeden ersinler üç ay içerisinde kadının evi yeniden çöple doldurduğunu belirtti,OTHER
yarrak. hastası& orospu çocuğu,PROFANITY
her sakallı araptır,RACIST
senin götünün astarını sikerim,PROFANITY
zenciler de hep mafya,RACIST
kız çocuğu dert oğlan çocuğu ödüldür,SEXIST
şimdi& eve geri gitsen iyi- olur,OTHER
istanbulda cebine dikkat et,RACIST
arap insanının eli uzundur,RACIST
ananın leşinini sikeyim,PROFANITY
Kadınlar erkeklere hizmet etmelidir,SEXIST
bebekle en çok kadın ilgilenmeli,SEXIST
ancak tedavi için bu konuda uzmanlaşmış hekim ve kurumlara başvurulması gerekir,OTHER
Senin yolunu yordamını sikerim,PROFANITY
Ukraynalılar Ruslar Suriyeliler İranlılar Afrikalılar Afganlar ve hiçbir mülteci Türkiye vatandaşlığı almamalıdır,RACIST
adam dediğin karısının sözünden çıkmaz,SEXIST
kadın arabası mı kullanıyorsun,SEXIST
vitaminsiz orospu çocuğu,PROFANITY
düğün ne kadar kalabalık olursa olun yarrağı yiyen gelin olur,PROFANITY
gizli arap sevici yalaklar,RACIST
kalıp sözler sıradan yaşama alışkanlıkları hayatın ilkesi,OTHER
yollarin kotu olmasi selalelerin yeterince ilgiyi cekememesine sebep olmaktadir,OTHER
kadın aklınla işlere karışma,SEXIST
orman kaçkını,INSULT
Kara böcekler gibi dolaşıyorlar.,RACIST
Haysiyetten yoksun zavallı,INSULT
beyin bilgisayar arayüzü veya zihin makine arayüzü veya beyin makine arayüzü beyin ile dış bir cihaz arasındaki doğrudan iletişim yoludur,OTHER
mesleğinizde başarılı olmanın şartı o mesleği sevmektir,OTHER
şu koca kafalıya bak sen,INSULT
Fransızlar sömürgecidir,RACIST
sağ ayağına sokuyum senin adam gibi yürü,PROFANITY
seni boğaz köprüsünde sikerim hem Asya seyreder hem Avrupa,PROFANITY
çalıştay beş oturumdan oluşmuş ve bu oturumlarda konuyla ilgili ön altı bilim adamı konuşma yapmıştır,OTHER
ne şamin şekeri ne arabın yüzü,RACIST
Afganlar ahlaki olarak geri kalmışlardır,RACIST
sizi gidi adi şerefsizler,PROFANITY
biz onlara hep kızıyoruz,OTHER
suriyelilerı doyurdukta ne oldu kendi halkımız açlıktan ölüyor,RACIST
herkesin evi ayn stildedir,OTHER
sende ki iyi yüzsüzlük,INSULT
geometri ile ilgili veya geometriye uygun olan,OTHER
beni yardımlarımı suriyelilere vermeyin,RACIST
vatandaşlar sırtlarına yüklenen bu mali yükten artık bıkmış durumdadır,OTHER
o benim sahip olduğum kadar çok sayıda pula sahiptir,OTHER
Türkleri birbirlerine bile güvenmeyen hale getirdiler,RACIST
Yunanlar adalara el koyan Batının sırtına yaslanmış korkak ülkedir,RACIST
çingenelerin tek bildikleri dolandırıcılık hırsızlık,RACIST
bunun üzerine gazetecilerin sizi valiliğe şikayet ederiz demesi üzerine koruma kime şikayet edersen et,OTHER
gelmişini geleceğini geçmişini sikeyim,PROFANITY
Açıkçası çoğu hayvan siyahlardan nefret eder,RACIST
anne baba olarak çocuğunuzun duygusunu anlamak için uğraşmanız gerekir,OTHER
Sözüne güven olmayan biriydi,INSULT
